word,videos,full_path,exists,repo_video_path
DOOR,6280101414720403-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_4\6280101414720403-DOOR.mp4,True,data_subset/videos/6280101414720403-DOOR.mp4
DOOR,8875810123436305-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_5\8875810123436305-DOOR.mp4,True,data_subset/videos/8875810123436305-DOOR.mp4
DOOR,3756980073067324-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_3\3756980073067324-DOOR.mp4,True,data_subset/videos/3756980073067324-DOOR.mp4
DOOR,9232515128599974-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_6\9232515128599974-DOOR.mp4,True,data_subset/videos/9232515128599974-DOOR.mp4
DOOR,4266542122794068-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_3\4266542122794068-DOOR.mp4,True,data_subset/videos/4266542122794068-DOOR.mp4
DOOR,15754416849640696-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_1\15754416849640696-DOOR.mp4,True,data_subset/videos/15754416849640696-DOOR.mp4
DOOR,5754268219238188-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_4\5754268219238188-DOOR.mp4,True,data_subset/videos/5754268219238188-DOOR.mp4
DOOR,551571276638265-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_4\551571276638265-DOOR.mp4,True,data_subset/videos/551571276638265-DOOR.mp4
DOOR,7303884055004402-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_5\7303884055004402-DOOR.mp4,True,data_subset/videos/7303884055004402-DOOR.mp4
DOOR,8240900128942237-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_5\8240900128942237-DOOR.mp4,True,data_subset/videos/8240900128942237-DOOR.mp4
DOOR,511585241042632-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_3\511585241042632-DOOR.mp4,True,data_subset/videos/511585241042632-DOOR.mp4
DOOR,3631875044010213-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_3\3631875044010213-DOOR.mp4,True,data_subset/videos/3631875044010213-DOOR.mp4
DOOR,5338897613562104-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_3\5338897613562104-DOOR.mp4,True,data_subset/videos/5338897613562104-DOOR.mp4
DOOR,31713120541185313-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_2\31713120541185313-DOOR.mp4,True,data_subset/videos/31713120541185313-DOOR.mp4
DOOR,7123996391820848-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_4\7123996391820848-DOOR.mp4,True,data_subset/videos/7123996391820848-DOOR.mp4
DOOR,7696010834527953-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_5\7696010834527953-DOOR.mp4,True,data_subset/videos/7696010834527953-DOOR.mp4
DOOR,4159020943918219-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_3\4159020943918219-DOOR.mp4,True,data_subset/videos/4159020943918219-DOOR.mp4
DOOR,5089744321202867-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_3\5089744321202867-DOOR.mp4,True,data_subset/videos/5089744321202867-DOOR.mp4
DOOR,12547377142602878-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_1\12547377142602878-DOOR.mp4,True,data_subset/videos/12547377142602878-DOOR.mp4
DOOR,37404870129859447-DOOR.mp4,data_raw\American-Sign-Language-Dataset\part_3\37404870129859447-DOOR.mp4,True,data_subset/videos/37404870129859447-DOOR.mp4
GIVE,jape_video_9.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_9.mp4,True,data_subset/videos/jape_video_9.mp4
GIVE,jape_video_15.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_15.mp4,True,data_subset/videos/jape_video_15.mp4
GIVE,give_10.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_10.mp4,True,data_subset/videos/give_10.mp4
GIVE,give_26.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_26.mp4,True,data_subset/videos/give_26.mp4
GIVE,jape_video_14.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_14.mp4,True,data_subset/videos/jape_video_14.mp4
GIVE,give_14.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_14.mp4,True,data_subset/videos/give_14.mp4
GIVE,jape_video_3.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_3.mp4,True,data_subset/videos/jape_video_3.mp4
GIVE,jape_video_1.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_1.mp4,True,data_subset/videos/jape_video_1.mp4
GIVE,give_11.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_11.mp4,True,data_subset/videos/give_11.mp4
GIVE,jape_video_11.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_11.mp4,True,data_subset/videos/jape_video_11.mp4
GIVE,jape_video_7.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_7.mp4,True,data_subset/videos/jape_video_7.mp4
GIVE,jape_video_0.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_0.mp4,True,data_subset/videos/jape_video_0.mp4
GIVE,jape_video_16.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_16.mp4,True,data_subset/videos/jape_video_16.mp4
GIVE,give_0.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_0.mp4,True,data_subset/videos/give_0.mp4
GIVE,give_24.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_24.mp4,True,data_subset/videos/give_24.mp4
GIVE,jape_video_4.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_4.mp4,True,data_subset/videos/jape_video_4.mp4
GIVE,give.mp4,data_raw\American-Sign-Language-Dataset\part_8\give.mp4,True,data_subset/videos/give.mp4
GIVE,give_20.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_20.mp4,True,data_subset/videos/give_20.mp4
GIVE,jape_video_10.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_10.mp4,True,data_subset/videos/jape_video_10.mp4
GIVE,jape_video_17.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_17.mp4,True,data_subset/videos/jape_video_17.mp4
GIVE,jape_video_8.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_8.mp4,True,data_subset/videos/jape_video_8.mp4
GIVE,jape_video_13.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_13.mp4,True,data_subset/videos/jape_video_13.mp4
GIVE,jape_video_5.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_5.mp4,True,data_subset/videos/jape_video_5.mp4
GIVE,jape_video_6.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_6.mp4,True,data_subset/videos/jape_video_6.mp4
GIVE,give_13.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_13.mp4,True,data_subset/videos/give_13.mp4
GIVE,give_15.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_15.mp4,True,data_subset/videos/give_15.mp4
GIVE,jape_video_18.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_18.mp4,True,data_subset/videos/jape_video_18.mp4
GIVE,give_23.mp4,data_raw\American-Sign-Language-Dataset\part_8\give_23.mp4,True,data_subset/videos/give_23.mp4
GIVE,jape_video_2.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_2.mp4,True,data_subset/videos/jape_video_2.mp4
GIVE,jape_video_12.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_12.mp4,True,data_subset/videos/jape_video_12.mp4
GIVE,jape_video_20.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_20.mp4,True,data_subset/videos/jape_video_20.mp4
GIVE,jape_video_19.mp4,data_raw\American-Sign-Language-Dataset\part_9\jape_video_19.mp4,True,data_subset/videos/jape_video_19.mp4
GIVE,8691068748116906-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\8691068748116906-GIVE.mp4,True,data_subset/videos/8691068748116906-GIVE.mp4
GIVE,9174915733024191-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_6\9174915733024191-GIVE.mp4,True,data_subset/videos/9174915733024191-GIVE.mp4
GIVE,8894885784668014-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\8894885784668014-GIVE.mp4,True,data_subset/videos/8894885784668014-GIVE.mp4
GIVE,0756193896626629-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_1\0756193896626629-GIVE.mp4,True,data_subset/videos/0756193896626629-GIVE.mp4
GIVE,505879976336022-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_3\505879976336022-GIVE.mp4,True,data_subset/videos/505879976336022-GIVE.mp4
GIVE,7744826220635872-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\7744826220635872-GIVE.mp4,True,data_subset/videos/7744826220635872-GIVE.mp4
GIVE,2867662506233086-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\2867662506233086-GIVE.mp4,True,data_subset/videos/2867662506233086-GIVE.mp4
GIVE,5657005340369723-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\5657005340369723-GIVE.mp4,True,data_subset/videos/5657005340369723-GIVE.mp4
GIVE,35350442250763336-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\35350442250763336-GIVE.mp4,True,data_subset/videos/35350442250763336-GIVE.mp4
GIVE,6602084562023567-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\6602084562023567-GIVE.mp4,True,data_subset/videos/6602084562023567-GIVE.mp4
GIVE,004276593413738317-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_1\004276593413738317-GIVE.mp4,True,data_subset/videos/004276593413738317-GIVE.mp4
GIVE,5178237631667904-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_3\5178237631667904-GIVE.mp4,True,data_subset/videos/5178237631667904-GIVE.mp4
GIVE,8007949813466602-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\8007949813466602-GIVE.mp4,True,data_subset/videos/8007949813466602-GIVE.mp4
GIVE,44123846585091897-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_3\44123846585091897-GIVE.mp4,True,data_subset/videos/44123846585091897-GIVE.mp4
GIVE,6525872000407231-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\6525872000407231-GIVE.mp4,True,data_subset/videos/6525872000407231-GIVE.mp4
GIVE,8287819563463323-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\8287819563463323-GIVE.mp4,True,data_subset/videos/8287819563463323-GIVE.mp4
GIVE,8255103409999225-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\8255103409999225-GIVE.mp4,True,data_subset/videos/8255103409999225-GIVE.mp4
GIVE,24298622199216324-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\24298622199216324-GIVE.mp4,True,data_subset/videos/24298622199216324-GIVE.mp4
GIVE,2495443890240825-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\2495443890240825-GIVE.mp4,True,data_subset/videos/2495443890240825-GIVE.mp4
GIVE,7602780259740458-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\7602780259740458-GIVE.mp4,True,data_subset/videos/7602780259740458-GIVE.mp4
GIVE,1823075331771542-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\1823075331771542-GIVE.mp4,True,data_subset/videos/1823075331771542-GIVE.mp4
GIVE,8308912697239315-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\8308912697239315-GIVE.mp4,True,data_subset/videos/8308912697239315-GIVE.mp4
GIVE,7530496807705915-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\7530496807705915-GIVE.mp4,True,data_subset/videos/7530496807705915-GIVE.mp4
GIVE,6761534511903275-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\6761534511903275-GIVE.mp4,True,data_subset/videos/6761534511903275-GIVE.mp4
GIVE,5414347966687401-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\5414347966687401-GIVE.mp4,True,data_subset/videos/5414347966687401-GIVE.mp4
GIVE,8799499585540838-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\8799499585540838-GIVE.mp4,True,data_subset/videos/8799499585540838-GIVE.mp4
GIVE,11864475877230674-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_1\11864475877230674-GIVE.mp4,True,data_subset/videos/11864475877230674-GIVE.mp4
GIVE,3730777319546914-seedGIVE.mp4,data_raw\American-Sign-Language-Dataset\part_3\3730777319546914-seedGIVE.mp4,True,data_subset/videos/3730777319546914-seedGIVE.mp4
GIVE,17698818900198532-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_1\17698818900198532-GIVE.mp4,True,data_subset/videos/17698818900198532-GIVE.mp4
GIVE,39549485976085896-GIVE.mp4,data_raw\American-Sign-Language-Dataset\part_3\39549485976085896-GIVE.mp4,True,data_subset/videos/39549485976085896-GIVE.mp4
GOOD,good_14.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_14.mp4,True,data_subset/videos/good_14.mp4
GOOD,good_video_9.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_9.mp4,True,data_subset/videos/good_video_9.mp4
GOOD,good_13.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_13.mp4,True,data_subset/videos/good_13.mp4
GOOD,good_video_8.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_8.mp4,True,data_subset/videos/good_video_8.mp4
GOOD,good_video_10.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_10.mp4,True,data_subset/videos/good_video_10.mp4
GOOD,good_video_20.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_20.mp4,True,data_subset/videos/good_video_20.mp4
GOOD,good_video_1.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_1.mp4,True,data_subset/videos/good_video_1.mp4
GOOD,good_video_23.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_23.mp4,True,data_subset/videos/good_video_23.mp4
GOOD,good_4.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_4.mp4,True,data_subset/videos/good_4.mp4
GOOD,good_video_6.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_6.mp4,True,data_subset/videos/good_video_6.mp4
GOOD,good_video_19.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_19.mp4,True,data_subset/videos/good_video_19.mp4
GOOD,good_video_2.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_2.mp4,True,data_subset/videos/good_video_2.mp4
GOOD,good_video_16.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_16.mp4,True,data_subset/videos/good_video_16.mp4
GOOD,good_video_24.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_24.mp4,True,data_subset/videos/good_video_24.mp4
GOOD,good_video_15.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_15.mp4,True,data_subset/videos/good_video_15.mp4
GOOD,good_10.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_10.mp4,True,data_subset/videos/good_10.mp4
GOOD,good_video_17.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_17.mp4,True,data_subset/videos/good_video_17.mp4
GOOD,good_video_12.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_12.mp4,True,data_subset/videos/good_video_12.mp4
GOOD,good_1.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_1.mp4,True,data_subset/videos/good_1.mp4
GOOD,good_12.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_12.mp4,True,data_subset/videos/good_12.mp4
GOOD,good_video_18.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_18.mp4,True,data_subset/videos/good_video_18.mp4
GOOD,good_3.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_3.mp4,True,data_subset/videos/good_3.mp4
GOOD,good_video_11.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_11.mp4,True,data_subset/videos/good_video_11.mp4
GOOD,good_video_13.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_13.mp4,True,data_subset/videos/good_video_13.mp4
GOOD,good_8.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_8.mp4,True,data_subset/videos/good_8.mp4
GOOD,good_video_14.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_14.mp4,True,data_subset/videos/good_video_14.mp4
GOOD,good_video_7.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_7.mp4,True,data_subset/videos/good_video_7.mp4
GOOD,good_video_4.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_4.mp4,True,data_subset/videos/good_video_4.mp4
GOOD,good_video_5.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_5.mp4,True,data_subset/videos/good_video_5.mp4
GOOD,good_video_0.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_0.mp4,True,data_subset/videos/good_video_0.mp4
GOOD,good_11.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_11.mp4,True,data_subset/videos/good_11.mp4
GOOD,good_video_21.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_21.mp4,True,data_subset/videos/good_video_21.mp4
GOOD,good_7.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_7.mp4,True,data_subset/videos/good_7.mp4
GOOD,good_video_3.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_3.mp4,True,data_subset/videos/good_video_3.mp4
GOOD,good_video_22.mp4,data_raw\American-Sign-Language-Dataset\part_8\good_video_22.mp4,True,data_subset/videos/good_video_22.mp4
GOOD,04439224802145447-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_1\04439224802145447-GOOD.mp4,True,data_subset/videos/04439224802145447-GOOD.mp4
GOOD,18340714145664716-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_2\18340714145664716-GOOD.mp4,True,data_subset/videos/18340714145664716-GOOD.mp4
GOOD,1636907769941489-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_1\1636907769941489-GOOD.mp4,True,data_subset/videos/1636907769941489-GOOD.mp4
GOOD,9521412407799632-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_6\9521412407799632-GOOD.mp4,True,data_subset/videos/9521412407799632-GOOD.mp4
GOOD,7633870830493861-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_5\7633870830493861-GOOD.mp4,True,data_subset/videos/7633870830493861-GOOD.mp4
GOOD,5948912677856568-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_4\5948912677856568-GOOD.mp4,True,data_subset/videos/5948912677856568-GOOD.mp4
GOOD,8259197203871462-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_5\8259197203871462-GOOD.mp4,True,data_subset/videos/8259197203871462-GOOD.mp4
GOOD,5817237493367622-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_4\5817237493367622-GOOD.mp4,True,data_subset/videos/5817237493367622-GOOD.mp4
GOOD,971622461215417-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_6\971622461215417-GOOD.mp4,True,data_subset/videos/971622461215417-GOOD.mp4
GOOD,6813680247909-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_4\6813680247909-GOOD.mp4,True,data_subset/videos/6813680247909-GOOD.mp4
GOOD,7791424980867376-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_5\7791424980867376-GOOD.mp4,True,data_subset/videos/7791424980867376-GOOD.mp4
GOOD,7085041042230886-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_4\7085041042230886-GOOD.mp4,True,data_subset/videos/7085041042230886-GOOD.mp4
GOOD,6983847344301657-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_4\6983847344301657-GOOD.mp4,True,data_subset/videos/6983847344301657-GOOD.mp4
GOOD,5199177562877719-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_3\5199177562877719-GOOD.mp4,True,data_subset/videos/5199177562877719-GOOD.mp4
GOOD,9687874710872124-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_6\9687874710872124-GOOD.mp4,True,data_subset/videos/9687874710872124-GOOD.mp4
GOOD,5586839450092025-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_4\5586839450092025-GOOD.mp4,True,data_subset/videos/5586839450092025-GOOD.mp4
GOOD,27179636245697747-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_2\27179636245697747-GOOD.mp4,True,data_subset/videos/27179636245697747-GOOD.mp4
GOOD,9875735466160431-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_6\9875735466160431-GOOD.mp4,True,data_subset/videos/9875735466160431-GOOD.mp4
GOOD,008087702450223277-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_1\008087702450223277-GOOD.mp4,True,data_subset/videos/008087702450223277-GOOD.mp4
GOOD,4843579408025589-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_3\4843579408025589-GOOD.mp4,True,data_subset/videos/4843579408025589-GOOD.mp4
GOOD,9338005039430839-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_6\9338005039430839-GOOD.mp4,True,data_subset/videos/9338005039430839-GOOD.mp4
GOOD,5088051624336825-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_3\5088051624336825-GOOD.mp4,True,data_subset/videos/5088051624336825-GOOD.mp4
GOOD,7988103105967095-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_5\7988103105967095-GOOD.mp4,True,data_subset/videos/7988103105967095-GOOD.mp4
GOOD,06635586886652112-seedGOOD.mp4,data_raw\American-Sign-Language-Dataset\part_1\06635586886652112-seedGOOD.mp4,True,data_subset/videos/06635586886652112-seedGOOD.mp4
GOOD,7699430066397663-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_5\7699430066397663-GOOD.mp4,True,data_subset/videos/7699430066397663-GOOD.mp4
GOOD,25290749191933815-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_2\25290749191933815-GOOD.mp4,True,data_subset/videos/25290749191933815-GOOD.mp4
GOOD,9756165063743225-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_6\9756165063743225-GOOD.mp4,True,data_subset/videos/9756165063743225-GOOD.mp4
GOOD,04311614622944249-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_1\04311614622944249-GOOD.mp4,True,data_subset/videos/04311614622944249-GOOD.mp4
GOOD,8618976665727696-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_5\8618976665727696-GOOD.mp4,True,data_subset/videos/8618976665727696-GOOD.mp4
GOOD,22413626372355933-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_2\22413626372355933-GOOD.mp4,True,data_subset/videos/22413626372355933-GOOD.mp4
GOOD,6449139793505076-GOOD.mp4,data_raw\American-Sign-Language-Dataset\part_4\6449139793505076-GOOD.mp4,True,data_subset/videos/6449139793505076-GOOD.mp4
HAVE,have_1.mp4,data_raw\American-Sign-Language-Dataset\part_8\have_1.mp4,True,data_subset/videos/have_1.mp4
HAVE,have.mp4,data_raw\American-Sign-Language-Dataset\part_8\have.mp4,True,data_subset/videos/have.mp4
HAVE,have_17.mp4,data_raw\American-Sign-Language-Dataset\part_8\have_17.mp4,True,data_subset/videos/have_17.mp4
HAVE,have_18.mp4,data_raw\American-Sign-Language-Dataset\part_8\have_18.mp4,True,data_subset/videos/have_18.mp4
HAVE,manana_video_0.mp4,data_raw\American-Sign-Language-Dataset\part_9\manana_video_0.mp4,True,data_subset/videos/manana_video_0.mp4
HAVE,have_11.mp4,data_raw\American-Sign-Language-Dataset\part_8\have_11.mp4,True,data_subset/videos/have_11.mp4
HAVE,have_8.mp4,data_raw\American-Sign-Language-Dataset\part_8\have_8.mp4,True,data_subset/videos/have_8.mp4
HAVE,have_16.mp4,data_raw\American-Sign-Language-Dataset\part_8\have_16.mp4,True,data_subset/videos/have_16.mp4
HAVE,34434859291457975-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\34434859291457975-HAVE.mp4,True,data_subset/videos/34434859291457975-HAVE.mp4
HAVE,7720796120109821-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\7720796120109821-HAVE.mp4,True,data_subset/videos/7720796120109821-HAVE.mp4
HAVE,5499151016968098-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\5499151016968098-HAVE.mp4,True,data_subset/videos/5499151016968098-HAVE.mp4
HAVE,913200910487086-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_6\913200910487086-HAVE.mp4,True,data_subset/videos/913200910487086-HAVE.mp4
HAVE,03993441233922734-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_1\03993441233922734-HAVE.mp4,True,data_subset/videos/03993441233922734-HAVE.mp4
HAVE,017661498365253214-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_1\017661498365253214-HAVE.mp4,True,data_subset/videos/017661498365253214-HAVE.mp4
HAVE,9885737187804373-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_6\9885737187804373-HAVE.mp4,True,data_subset/videos/9885737187804373-HAVE.mp4
HAVE,3064521963954243-seedHAVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\3064521963954243-seedHAVE.mp4,True,data_subset/videos/3064521963954243-seedHAVE.mp4
HAVE,22733514464849502-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\22733514464849502-HAVE.mp4,True,data_subset/videos/22733514464849502-HAVE.mp4
HAVE,36657817307864926-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_3\36657817307864926-HAVE.mp4,True,data_subset/videos/36657817307864926-HAVE.mp4
HAVE,6282495181069199-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\6282495181069199-HAVE.mp4,True,data_subset/videos/6282495181069199-HAVE.mp4
HAVE,666200057851841-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\666200057851841-HAVE.mp4,True,data_subset/videos/666200057851841-HAVE.mp4
HAVE,20620677050827374-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\20620677050827374-HAVE.mp4,True,data_subset/videos/20620677050827374-HAVE.mp4
HAVE,9470368146172135-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_6\9470368146172135-HAVE.mp4,True,data_subset/videos/9470368146172135-HAVE.mp4
HAVE,41458666491716034-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_3\41458666491716034-HAVE.mp4,True,data_subset/videos/41458666491716034-HAVE.mp4
HAVE,6176616285163985-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\6176616285163985-HAVE.mp4,True,data_subset/videos/6176616285163985-HAVE.mp4
HAVE,5451239257795701-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_4\5451239257795701-HAVE.mp4,True,data_subset/videos/5451239257795701-HAVE.mp4
HAVE,07925466246458779-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_1\07925466246458779-HAVE.mp4,True,data_subset/videos/07925466246458779-HAVE.mp4
HAVE,9401487196258995-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_6\9401487196258995-HAVE.mp4,True,data_subset/videos/9401487196258995-HAVE.mp4
HAVE,8839827251547725-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\8839827251547725-HAVE.mp4,True,data_subset/videos/8839827251547725-HAVE.mp4
HAVE,8252872177970572-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_5\8252872177970572-HAVE.mp4,True,data_subset/videos/8252872177970572-HAVE.mp4
HAVE,24626162714112465-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_2\24626162714112465-HAVE.mp4,True,data_subset/videos/24626162714112465-HAVE.mp4
HAVE,09849926479408055-HAVE.mp4,data_raw\American-Sign-Language-Dataset\part_1\09849926479408055-HAVE.mp4,True,data_subset/videos/09849926479408055-HAVE.mp4
